STATE,name,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
17,Marshall,Illinois,11742,11691,11663
17,Mason,Illinois,13086,13026,12881
17,Massac,Illinois,14169,14125,13960
17,Menard,Illinois,12297,12265,12164
17,Mercer,Illinois,15699,15633,15582
17,Monroe,Illinois,34962,34898,34932
17,Montgomery,Illinois,28288,28157,28084
17,Morgan,Illinois,32915,32798,32606
17,Moultrie,Illinois,14526,14486,14510
17,Ogle,Illinois,51788,51678,51449
17,Peoria,Illinois,181830,181225,179432
17,Perry,Illinois,20945,20880,20985
17,Piatt,Illinois,16673,16654,16753
17,Pike,Illinois,14739,14633,14618
17,Pope,Illinois,3763,3744,3779
17,Pulaski,Illinois,5193,5161,5065
17,Putnam,Illinois,5637,5635,5566
17,Randolph,Illinois,30163,30055,30142
17,Richland,Illinois,15813,15803,15796
17,Rock Island,Illinois,144672,144267,142909
17,St. Clair,Illinois,257400,256789,254796
17,Saline,Illinois,23768,23634,23320
17,Sangamon,Illinois,196343,196012,194734
17,Schuyler,Illinois,6902,6875,6843
17,Scott,Illinois,4949,4927,4836
17,Shelby,Illinois,20990,20900,20789
17,Stark,Illinois,5400,5391,5294
17,Stephenson,Illinois,44630,44457,44021
17,Tazewell,Illinois,131343,131018,130413
17,Union,Illinois,17244,17179,16923
17,Vermilion,Illinois,74188,73883,73095
17,Wabash,Illinois,11361,11316,11202
17,Warren,Illinois,16835,16777,16531
17,Washington,Illinois,13761,13711,13655
17,Wayne,Illinois,16179,16121,15963
17,White,Illinois,13877,13808,13784
17,Whiteside,Illinois,55691,55509,55305
17,Will,Illinois,696355,695903,697252
17,Williamson,Illinois,67153,67094,66879
17,Winnebago,Illinois,285350,284858,283119
17,Woodford,Illinois,38467,38395,38225
18,Adams,Indiana,35809,35826,35961
18,Allen,Indiana,385410,385892,388608
18,Bartholomew,Indiana,82208,82157,82475
18,Benton,Indiana,8719,8712,8714
18,Blackford,Indiana,12112,12098,12091
18,Boone,Indiana,70812,71169,73052
18,Brown,Indiana,15475,15470,15552
18,Carroll,Indiana,20306,20307,20444
18,Cass,Indiana,37870,37771,37563
18,Clark,Indiana,121093,121282,122738
18,Clay,Indiana,26466,26432,26410
18,Clinton,Indiana,33190,33151,33065
18,Crawford,Indiana,10526,10540,10514
18,Daviess,Indiana,33381,33391,33397
18,Dearborn,Indiana,50679,50726,50816
18,Decatur,Indiana,26472,26477,26320
18,DeKalb,Indiana,43265,43274,43333
18,Delaware,Indiana,111903,111669,111871
18,Dubois,Indiana,43637,43604,43549
18,Elkhart,Indiana,207047,206842,206921
18,Fayette,Indiana,23398,23333,23360
18,Floyd,Indiana,80484,80437,80454
18,Fountain,Indiana,16479,16470,16427
18,Franklin,Indiana,22785,22767,22842
18,Fulton,Indiana,20480,20434,20386
18,Gibson,Indiana,33011,33021,32924
18,Grant,Indiana,66674,66446,66263
18,Greene,Indiana,30803,30790,30786
18,Hamilton,Indiana,347467,348868,356650
18,Hancock,Indiana,79840,80156,81789
18,Harrison,Indiana,39654,39652,39761
18,Hendricks,Indiana,174788,175528,179355
18,Henry,Indiana,48914,48885,48935
18,Howard,Indiana,83658,83619,83687
18,Huntington,Indiana,36662,36599,36717
18,Jackson,Indiana,46428,46373,46067
18,Jasper,Indiana,32918,32906,33091
18,Jay,Indiana,20478,20456,20248
18,Jefferson,Indiana,33147,33075,33141
18,Jennings,Indiana,27613,27564,27409
18,Johnson,Indiana,161765,162180,164298
18,Knox,Indiana,36282,36244,35956
18,Kosciusko,Indiana,80240,80050,80106
18,LaGrange,Indiana,40446,40515,40524
18,Lake,Indiana,498700,498597,498558
18,LaPorte,Indiana,112417,112222,112390
18,Lawrence,Indiana,45011,45022,45070
18,Madison,Indiana,130129,130065,130782
18,Marion,Indiana,977203,976770,971102
18,Marshall,Indiana,46095,46018,46121
18,Martin,Indiana,9812,9786,9780
18,Miami,Indiana,35962,35924,36081
18,Monroe,Indiana,139718,139517,139875
18,Montgomery,Indiana,37936,37932,38063
18,Morgan,Indiana,71780,71802,72206
18,Newton,Indiana,13830,13796,13808
18,Noble,Indiana,47457,47379,47227
18,Ohio,Indiana,5940,5930,5978
18,Orange,Indiana,19867,19839,19830
18,Owen,Indiana,21321,21298,21446
18,Parke,Indiana,16156,16154,16407
18,Perry,Indiana,19170,19150,19316
18,Pike,Indiana,12250,12233,12144
18,Porter,Indiana,173215,173256,174243
18,Posey,Indiana,25222,25161,25116
18,Pulaski,Indiana,12514,12488,12339
18,Putnam,Indiana,36726,36666,36979
18,Randolph,Indiana,24502,24375,24387
18,Ripley,Indiana,28995,28980,29081
18,Rush,Indiana,16752,16744,16672
18,St. Joseph,Indiana,272912,272549,272212
18,Scott,Indiana,24384,24336,24355
18,Shelby,Indiana,45055,45026,45039
18,Spencer,Indiana,19810,19820,19798
18,Starke,Indiana,23371,23356,23372
18,Steuben,Indiana,34435,34440,34632
18,Sullivan,Indiana,20817,20803,20758
18,Switzerland,Indiana,9737,9724,9790
18,Tippecanoe,Indiana,186251,186247,187076
18,Tipton,Indiana,15359,15365,15372
18,Union,Indiana,7087,7090,7047
18,Vanderburgh,Indiana,180136,180158,179987
18,Vermillion,Indiana,15439,15388,15341
18,Vigo,Indiana,106153,106007,105994
18,Wabash,Indiana,30976,30888,30816
18,Warren,Indiana,8440,8413,8475
18,Warrick,Indiana,63898,63966,64514
18,Washington,Indiana,28182,28220,28102
18,Wayne,Indiana,66553,66455,66456
18,Wells,Indiana,28180,28179,28197
18,White,Indiana,24688,24636,24651
18,Whitley,Indiana,34191,34316,34430
19,Adair,Iowa,7496,7477,7541
19,Adams,Iowa,3704,3697,3641
19,Allamakee,Iowa,14061,14067,13926
19,Appanoose,Iowa,12317,12282,12257
19,Audubon,Iowa,5674,5671,5635
19,Benton,Iowa,25575,25536,25691
19,Black Hawk,Iowa,131144,130980,130368
19,Boone,Iowa,26715,26691,26723
19,Bremer,Iowa,24988,24974,25081
19,Buchanan,Iowa,20565,20586,20657
19,Buena Vista,Iowa,20823,20776,20771
19,Butler,Iowa,14334,14311,14332
19,Calhoun,Iowa,9927,9886,9915
19,Carroll,Iowa,20760,20702,20692
19,Cass,Iowa,13127,13104,13050
19,Cedar,Iowa,18505,18495,18410
19,Cerro Gordo,Iowa,43127,42965,42706
19,Cherokee,Iowa,11658,11632,11503
19,Chickasaw,Iowa,12012,11970,11887
19,Clarke,Iowa,9748,9726,9785
19,Clay,Iowa,16384,16333,16440
19,Clayton,Iowa,17043,16996,16998
19,Clinton,Iowa,46460,46418,46463
19,Crawford,Iowa,16525,16453,16193
19,Dallas,Iowa,99678,100486,103796
19,Davis,Iowa,9110,9109,9138
19,Decatur,Iowa,7645,7610,7659
19,Delaware,Iowa,17488,17458,17510
19,Des Moines,Iowa,38910,38831,38491
19,Dickinson,Iowa,17703,17747,17851
19,Dubuque,Iowa,99266,99229,98718
19,Emmet,Iowa,9388,9332,9321
19,Fayette,Iowa,19509,19399,19258
19,Floyd,Iowa,15627,15552,15413
19,Franklin,Iowa,10019,9983,9952
19,Fremont,Iowa,6605,6560,6567
19,Greene,Iowa,8771,8746,8717
19,Grundy,Iowa,12329,12312,12347
19,Guthrie,Iowa,10623,10612,10567
19,Hamilton,Iowa,15039,15020,14887
19,Hancock,Iowa,10795,10757,10663
19,Hardin,Iowa,16878,16821,16708
19,Harrison,Iowa,14582,14546,14669
19,Henry,Iowa,20482,20412,20387
19,Howard,Iowa,9469,9487,9478
19,Humboldt,Iowa,9597,9595,9634
19,Ida,Iowa,7005,7007,6956
19,Iowa,Iowa,16662,16679,16568
19,Jackson,Iowa,19485,19437,19368
19,Jasper,Iowa,37813,37802,37764
19,Jefferson,Iowa,15663,15659,15647
19,Johnson,Iowa,152854,152984,154748
19,Jones,Iowa,20646,20647,20805
19,Keokuk,Iowa,10033,9995,9914
19,Kossuth,Iowa,14828,14786,14529
19,Lee,Iowa,33555,33512,33215
19,Linn,Iowa,230299,230263,228939
19,Louisa,Iowa,10837,10806,10749
19,Lucas,Iowa,8634,8615,8710
19,Lyon,Iowa,11934,11917,12011
19,Madison,Iowa,16548,16626,16773
19,Mahaska,Iowa,22190,22148,21984
19,Marion,Iowa,33414,33377,33380
19,Marshall,Iowa,40105,40059,39853
19,Mills,Iowa,14484,14405,14465
19,Mitchell,Iowa,10565,10582,10555
19,Monona,Iowa,8751,8742,8574
19,Monroe,Iowa,7577,7582,7610
19,Montgomery,Iowa,10330,10335,10322
19,Muscatine,Iowa,43235,43113,42688
19,O'Brien,Iowa,14182,14154,14015
19,Osceola,Iowa,6192,6189,6159
19,Page,Iowa,15211,15180,15197
19,Palo Alto,Iowa,8996,8961,8906
19,Plymouth,Iowa,25698,25681,25650
19,Pocahontas,Iowa,7078,7075,7074
19,Polk,Iowa,492401,492769,496844
19,Pottawattamie,Iowa,93667,93560,93304
19,Poweshiek,Iowa,18662,18643,18586
19,Ringgold,Iowa,4663,4639,4639
19,Sac,Iowa,9814,9791,9752
19,Scott,Iowa,174669,174488,174170
19,Shelby,Iowa,11746,11699,11770
19,Sioux,Iowa,35872,35869,35893
19,Story,Iowa,98537,98615,99472
19,Tama,Iowa,17135,17072,16867
19,Taylor,Iowa,5896,5861,5868
19,Union,Iowa,12138,12097,12018
19,Van Buren,Iowa,7203,7204,7243
19,Wapello,Iowa,35437,35341,35256
19,Warren,Iowa,52403,52548,53402
19,Washington,Iowa,22565,22511,22491
19,Wayne,Iowa,6497,6509,6508
19,Webster,Iowa,36999,36954,37147
19,Winnebago,Iowa,10679,10650,10656
19,Winneshiek,Iowa,20070,20031,19892
19,Woodbury,Iowa,105941,105829,105607
19,Worth,Iowa,7443,7425,7385
19,Wright,Iowa,12943,12914,12785
20,Allen,Kansas,12526,12537,12464
20,Anderson,Kansas,7836,7850,7778
20,Atchison,Kansas,16348,16305,16239
20,Barber,Kansas,4228,4198,4110
20,Barton,Kansas,25493,25419,25216
20,Bourbon,Kansas,14360,14333,14323
20,Brown,Kansas,9508,9473,9455
20,Butler,Kansas,67380,67401,67889
20,Chase,Kansas,2572,2564,2598
20,Chautauqua,Kansas,3379,3386,3395
20,Cherokee,Kansas,19362,19275,19130
20,Cheyenne,Kansas,2616,2620,2633
20,Clark,Kansas,1991,1973,1977
20,Clay,Kansas,8117,8112,8077
20,Cloud,Kansas,9032,8988,8928
20,Coffey,Kansas,8360,8370,8338
20,Comanche,Kansas,1689,1681,1670
20,Cowley,Kansas,34549,34498,34496
20,Crawford,Kansas,38972,38930,39110
20,Decatur,Kansas,2764,2749,2751
20,Dickinson,Kansas,18402,18353,18459
20,Doniphan,Kansas,7510,7469,7471
20,Douglas,Kansas,118785,118814,119363
20,Edwards,Kansas,2907,2898,2832
20,Elk,Kansas,2483,2475,2441
20,Ellis,Kansas,28934,28931,28790
20,Ellsworth,Kansas,6376,6354,6336
20,Finney,Kansas,38470,38297,38107
20,Ford,Kansas,34287,34206,34159
20,Franklin,Kansas,25996,26028,25986
20,Geary,Kansas,36739,36747,35934
20,Gove,Kansas,2718,2694,2755
20,Graham,Kansas,2415,2405,2400
20,Grant,Kansas,7352,7327,7324
20,Gray,Kansas,5653,5633,5644
20,Greeley,Kansas,1284,1277,1304
20,Greenwood,Kansas,6016,5972,5939
20,Hamilton,Kansas,2518,2494,2484
20,Harper,Kansas,5485,5461,5331
20,Harvey,Kansas,34024,33942,33817
20,Haskell,Kansas,3780,3756,3668
20,Hodgeman,Kansas,1723,1718,1710
20,Jackson,Kansas,13232,13230,13261
20,Jefferson,Kansas,18368,18300,18411
20,Jewell,Kansas,2932,2926,2937
20,Johnson,Kansas,609863,610536,613219
20,Kearny,Kansas,3983,3971,3891
20,Kingman,Kansas,7470,7446,7392
20,Kiowa,Kansas,2460,2452,2392
20,Labette,Kansas,20184,20119,19912
20,Lane,Kansas,1574,1568,1565
20,Leavenworth,Kansas,81881,81870,82184
20,Lincoln,Kansas,2939,2947,2903
20,Linn,Kansas,9591,9582,9747
20,Logan,Kansas,2762,2743,2722
20,Lyon,Kansas,32179,32100,31998
20,McPherson,Kansas,30223,30160,30146
20,Marion,Kansas,11823,11754,11712
20,Marshall,Kansas,10038,10014,9979
20,Meade,Kansas,4055,4045,4022
20,Miami,Kansas,34191,34183,34593
20,Mitchell,Kansas,5796,5764,5748
20,Montgomery,Kansas,31486,31360,31156
20,Morris,Kansas,5386,5360,5356
20,Morton,Kansas,2701,2695,2692
20,Nemaha,Kansas,10273,10218,10216
20,Neosho,Kansas,15904,15909,15784
20,Ness,Kansas,2687,2678,2672
20,Norton,Kansas,5459,5435,5342
20,Osage,Kansas,15766,15724,15768
20,Osborne,Kansas,3500,3494,3498
20,Ottawa,Kansas,5735,5733,5838
20,Pawnee,Kansas,6253,6244,6225
20,Phillips,Kansas,4981,4953,4815
20,Pottawatomie,Kansas,25348,25392,25790
20,Pratt,Kansas,9157,9151,9181
20,Rawlins,Kansas,2561,2555,2549
20,Reno,Kansas,61898,61808,61414
20,Republic,Kansas,4674,4680,4662
20,Rice,Kansas,9427,9374,9390
20,Riley,Kansas,71959,71996,72208
20,Rooks,Kansas,4919,4894,4831
20,Rush,Kansas,2956,2944,2953
20,Russell,Kansas,6691,6672,6703
20,Saline,Kansas,54303,54232,53888
20,Scott,Kansas,5151,5137,5131
20,Sedgwick,Kansas,523824,524246,523828
20,Seward,Kansas,21964,21832,21747
20,Shawnee,Kansas,178909,178608,178264
20,Sheridan,Kansas,2447,2442,2478
20,Sherman,Kansas,5927,5882,5895
20,Smith,Kansas,3570,3559,3576
20,Stafford,Kansas,4072,4064,4034
20,Stanton,Kansas,2084,2072,2044
20,Stevens,Kansas,5250,5236,5293
20,Sumner,Kansas,22382,22332,22385
20,Thomas,Kansas,7930,7916,7877
20,Trego,Kansas,2808,2808,2793
20,Wabaunsee,Kansas,6877,6885,6966
20,Wallace,Kansas,1512,1514,1508
20,Washington,Kansas,5530,5526,5511
20,Wichita,Kansas,2152,2144,2082
20,Wilson,Kansas,8624,8577,8526
20,Woodson,Kansas,3115,3103,3102
20,Wyandotte,Kansas,169245,168873,167046
21,Adair,Kentucky,18903,18870,18932
21,Allen,Kentucky,20588,20595,20797
21,Anderson,Kentucky,23852,23869,24035
21,Ballard,Kentucky,7728,7724,7695
21,Barren,Kentucky,44485,44445,44544
21,Bath,Kentucky,12750,12708,12778
21,Bell,Kentucky,24097,23942,23858
21,Boone,Kentucky,135968,136403,137412
21,Bourbon,Kentucky,20252,20285,20229
21,Boyd,Kentucky,48261,48175,47899
21,Boyle,Kentucky,30614,30701,30747
21,Bracken,Kentucky,8400,8390,8439
21,Breathitt,Kentucky,13718,13679,13553
21,Breckinridge,Kentucky,20432,20432,20651
21,Bullitt,Kentucky,82217,82293,82918
21,Butler,Kentucky,12371,12318,12294
21,Caldwell,Kentucky,12649,12632,12624
21,Calloway,Kentucky,37103,37147,37560
21,Campbell,Kentucky,93076,93086,93050
21,Carlisle,Kentucky,4826,4811,4791
21,Carroll,Kentucky,10810,10833,10863
21,Carter,Kentucky,26627,26575,26412
21,Casey,Kentucky,15941,15886,15866
21,Christian,Kentucky,72748,72696,72357
21,Clark,Kentucky,36972,36999,36871
21,Clay,Kentucky,20345,20294,20206
21,Clinton,Kentucky,9253,9216,9265
21,Crittenden,Kentucky,8990,8985,8947
21,Cumberland,Kentucky,5888,5856,5879
21,Daviess,Kentucky,103312,103291,103063
21,Edmonson,Kentucky,12126,12132,12291
21,Elliott,Kentucky,7354,7334,7381
21,Estill,Kentucky,14163,14134,14092
21,Fayette,Kentucky,322570,322403,321793
21,Fleming,Kentucky,15082,15091,15224
21,Floyd,Kentucky,35942,35756,35274
21,Franklin,Kentucky,51541,51569,51682
21,Fulton,Kentucky,6515,6501,6512
21,Gallatin,Kentucky,8690,8667,8775
21,Garrard,Kentucky,16953,16935,17362
21,Grant,Kentucky,24941,25008,25244
21,Graves,Kentucky,36649,36512,36615
21,Grayson,Kentucky,26420,26410,26524
21,Green,Kentucky,11107,11112,11291
21,Greenup,Kentucky,35962,35852,35649
21,Hancock,Kentucky,9095,9092,9064
21,Hardin,Kentucky,110702,110719,111607
21,Harlan,Kentucky,26831,26689,26164
21,Harrison,Kentucky,18692,18705,18950
21,Hart,Kentucky,19288,19271,19460
21,Henderson,Kentucky,44793,44645,44329
21,Henry,Kentucky,15678,15666,15657
21,Hickman,Kentucky,4521,4521,4424
21,Hopkins,Kentucky,45423,45367,45138
21,Jackson,Kentucky,12955,12951,12984
21,Jefferson,Kentucky,782969,782123,777874
21,Jessamine,Kentucky,52991,52972,53626
21,Johnson,Kentucky,22680,22634,22556
21,Kenton,Kentucky,169064,169183,169495
21,Knott,Kentucky,14251,14160,14053
21,Knox,Kentucky,30193,30135,29909
21,Larue,Kentucky,14867,14870,15028
21,Laurel,Kentucky,62613,62662,62561
21,Lawrence,Kentucky,16293,16288,16290
21,Lee,Kentucky,7395,7360,7451
21,Leslie,Kentucky,10513,10455,10278
21,Letcher,Kentucky,21548,21428,21253
21,Lewis,Kentucky,13080,13061,12987
21,Lincoln,Kentucky,24275,24238,24243
21,Livingston,Kentucky,8888,8845,8959
21,Logan,Kentucky,27432,27497,27771
21,Lyon,Kentucky,8680,8664,8803
21,McCracken,Kentucky,67875,67836,67454
21,McCreary,Kentucky,16888,16851,16892
21,McLean,Kentucky,9152,9114,9100
21,Madison,Kentucky,92701,92920,94666
21,Magoffin,Kentucky,11637,11594,11497
21,Marion,Kentucky,19581,19580,19725
21,Marshall,Kentucky,31659,31665,31748
21,Martin,Kentucky,11287,11228,11140
21,Mason,Kentucky,17120,17085,16931
21,Meade,Kentucky,30003,29981,30131
21,Menifee,Kentucky,6113,6115,6194
21,Mercer,Kentucky,22641,22616,22850
21,Metcalfe,Kentucky,10286,10271,10349
21,Monroe,Kentucky,11338,11301,11233
21,Montgomery,Kentucky,28114,28091,28219
21,Morgan,Kentucky,13726,13719,13820
21,Muhlenberg,Kentucky,30928,30875,30694
21,Nelson,Kentucky,46738,46756,47098
21,Nicholas,Kentucky,7537,7536,7712
21,Ohio,Kentucky,23772,23726,23688
21,Oldham,Kentucky,67607,67642,68685
21,Owen,Kentucky,11278,11294,11294
21,Owsley,Kentucky,4051,4018,3953
21,Pendleton,Kentucky,14644,14640,14607
21,Perry,Kentucky,28473,28378,27929
21,Pike,Kentucky,58669,58408,57391
21,Powell,Kentucky,13129,13085,13133
21,Pulaski,Kentucky,65034,65016,65423
21,Robertson,Kentucky,2193,2184,2257
21,Rockcastle,Kentucky,16037,16053,16115
21,Rowan,Kentucky,24662,24732,24861
21,Russell,Kentucky,17991,17975,18156
21,Scott,Kentucky,57155,57477,58252
21,Shelby,Kentucky,48065,48179,48461
21,Simpson,Kentucky,19594,19620,19718
21,Spencer,Kentucky,19490,19564,19916
21,Taylor,Kentucky,26023,26020,26235
21,Todd,Kentucky,12243,12280,12285
21,Trigg,Kentucky,14061,14068,14192
21,Trimble,Kentucky,8474,8461,8530
21,Union,Kentucky,13668,13646,13544
21,Warren,Kentucky,134554,134933,137212
21,Washington,Kentucky,12027,12024,12072
21,Wayne,Kentucky,19555,19528,19540
21,Webster,Kentucky,13017,12989,12813
21,Whitley,Kentucky,36712,36687,36939
21,Wolfe,Kentucky,6562,6552,6507
21,Woodford,Kentucky,26871,26892,27075
22,Acadia Parish,Louisiana,57576,57455,57288
22,Allen Parish,Louisiana,22750,22697,22687
22,Ascension Parish,Louisiana,126500,126984,128369
22,Assumption Parish,Louisiana,21039,20968,20689
22,Avoyelles Parish,Louisiana,39693,39616,39236
22,Beauregard Parish,Louisiana,36549,36573,36584
22,Bienville Parish,Louisiana,12981,12899,12776
22,Bossier Parish,Louisiana,128746,128615,129144
22,Caddo Parish,Louisiana,237848,237056,233092
22,Calcasieu Parish,Louisiana,216785,216416,205282
22,Caldwell Parish,Louisiana,9645,9617,9571
22,Cameron Parish,Louisiana,5617,5619,5080
22,Catahoula Parish,Louisiana,8906,8859,8805
22,Claiborne Parish,Louisiana,14170,14109,14038
22,Concordia Parish,Louisiana,18687,18589,18376
22,De Soto Parish,Louisiana,26812,26854,26919
22,East Baton Rouge Parish,Louisiana,456781,455884,453301
22,East Carroll Parish,Louisiana,7459,7383,7220
22,East Feliciana Parish,Louisiana,19539,19451,19338
22,Evangeline Parish,Louisiana,32350,32307,32215
22,Franklin Parish,Louisiana,19774,19721,19668
22,Grant Parish,Louisiana,22169,22129,22236
22,Iberia Parish,Louisiana,69929,69725,68975
22,Iberville Parish,Louisiana,30241,30095,29824
22,Jackson Parish,Louisiana,15031,14989,14876
22,Jefferson Parish,Louisiana,440781,439845,433688
22,Jefferson Davis Parish,Louisiana,32250,32166,32345
22,Lafayette Parish,Louisiana,241753,242004,244205
22,Lafourche Parish,Louisiana,97557,97495,97504
22,LaSalle Parish,Louisiana,14791,14812,14834
22,Lincoln Parish,Louisiana,48396,48259,48152
22,Livingston Parish,Louisiana,142282,142726,145830
22,Madison Parish,Louisiana,10017,9927,9799
22,Morehouse Parish,Louisiana,25629,25430,25025
22,Natchitoches Parish,Louisiana,37515,37349,37026
22,Orleans Parish,Louisiana,383997,383282,376971
22,Ouachita Parish,Louisiana,160368,160003,158768
22,Plaquemines Parish,Louisiana,23515,23466,23303
22,Pointe Coupee Parish,Louisiana,20758,20689,20356
22,Rapides Parish,Louisiana,130023,129607,128654
22,Red River Parish,Louisiana,7620,7619,7564
22,Richland Parish,Louisiana,20043,19997,19805
22,Sabine Parish,Louisiana,22155,22118,22135
22,St. Bernard Parish,Louisiana,43764,43838,44258
22,St. Charles Parish,Louisiana,52549,52481,52282
22,St. Helena Parish,Louisiana,10920,10889,10912
22,St. James Parish,Louisiana,20192,20127,19742
22,St. John the Baptist Parish,Louisiana,42477,42394,42094
22,St. Landry Parish,Louisiana,82540,82273,82071
22,St. Martin Parish,Louisiana,51767,51604,51540
22,St. Mary Parish,Louisiana,49406,49140,48232
22,St. Tammany Parish,Louisiana,264570,264933,269388
22,Tangipahoa Parish,Louisiana,133157,133549,135217
22,Tensas Parish,Louisiana,4147,4116,4043
22,Terrebonne Parish,Louisiana,109580,109319,108708
22,Union Parish,Louisiana,21107,21124,21091
22,Vermilion Parish,Louisiana,57359,57289,57204
22,Vernon Parish,Louisiana,48750,48582,48027
22,Washington Parish,Louisiana,45463,45370,45133
22,Webster Parish,Louisiana,36967,36864,36184
22,West Baton Rouge Parish,Louisiana,27199,27236,27792
22,West Carroll Parish,Louisiana,9751,9694,9594
22,West Feliciana Parish,Louisiana,15310,15256,15494
22,Winn Parish,Louisiana,13755,13721,13488
23,Androscoggin,Maine,111139,111039,111034
23,Aroostook,Maine,67105,66994,66859
23,Cumberland,Maine,303069,303312,305231
23,Franklin,Maine,29456,29418,29687
23,Hancock,Maine,55478,55460,56192
23,Kennebec,Maine,123642,123754,124486
23,Knox,Maine,40607,40609,41084
23,Lincoln,Maine,35237,35192,35828
23,Oxford,Maine,57777,57849,58629
23,Penobscot,Maine,152199,152007,152765
23,Piscataquis,Maine,16800,16768,17165
23,Sagadahoc,Maine,36699,36688,37071
23,Somerset,Maine,50477,50404,50592
23,Waldo,Maine,39607,39635,39912
23,Washington,Maine,31095,31062,31121
23,York,Maine,211972,212089,214591
24,Allegany,Maryland,68106,67947,67729
24,Anne Arundel,Maryland,588261,588769,590336
24,Baltimore,Maryland,854535,853073,849316
24,Calvert,Maryland,92783,92857,93928
24,Caroline,Maryland,33293,33290,33386
24,Carroll,Maryland,172891,172890,173873
24,Cecil,Maryland,103725,103740,103905
24,Charles,Maryland,166617,166682,168698
24,Dorchester,Maryland,32531,32508,32489
24,Frederick,Maryland,271717,272737,279835
24,Garrett,Maryland,28806,28761,28702
24,Harford,Maryland,260924,261122,262977
24,Howard,Maryland,332317,332722,334529
24,Kent,Maryland,19198,19142,19270
24,Montgomery,Maryland,1062061,1061243,1054827
24,Prince George's,Maryland,967201,965601,955306
24,Queen Anne's,Maryland,49874,49983,50798
24,St. Mary's,Maryland,113777,113953,114468
24,Somerset,Maryland,24620,24567,24584
24,Talbot,Maryland,37526,37456,37626
24,Washington,Maryland,154705,154586,154937
24,Wicomico,Maryland,103588,103473,103980
24,Worcester,Maryland,52460,52445,53132
24,Baltimore city,Maryland,585708,583132,576498
25,Barnstable,Massachusetts,228996,228969,232411
25,Berkshire,Massachusetts,129026,128758,128657
25,Bristol,Massachusetts,579200,579172,580164
25,Dukes,Massachusetts,20600,20581,21097
25,Essex,Massachusetts,809829,809218,807074
25,Franklin,Massachusetts,71029,70988,71015
25,Hampden,Massachusetts,465825,464908,462718
25,Hampshire,Massachusetts,162308,162064,161572
25,Middlesex,Massachusetts,1632002,1629422,1614742
25,Nantucket,Massachusetts,14255,14244,14491
25,Norfolk,Massachusetts,725981,726025,724505
25,Plymouth,Massachusetts,530819,530979,533003
25,Suffolk,Massachusetts,797936,795431,771245
25,Worcester,Massachusetts,862111,861461,862029
26,Alcona,Michigan,10167,10158,10235
26,Alger,Michigan,8842,8834,8821
26,Allegan,Michigan,120502,120596,120950
26,Alpena,Michigan,28907,28877,28893
26,Antrim,Michigan,23431,23421,23813
26,Arenac,Michigan,15002,14990,14975
26,Baraga,Michigan,8158,8128,8215
26,Barry,Michigan,62423,62548,62992
26,Bay,Michigan,103856,103594,102985
26,Benzie,Michigan,17970,17974,18223
26,Berrien,Michigan,154316,154095,153101
26,Branch,Michigan,44862,44810,44985
26,Calhoun,Michigan,134310,134113,133819
26,Cass,Michigan,51589,51563,51483
26,Charlevoix,Michigan,26054,26012,26086
26,Cheboygan,Michigan,25579,25599,25752
26,Chippewa,Michigan,36785,36744,36816
26,Clare,Michigan,30856,30822,31065
26,Clinton,Michigan,79128,79128,79426
26,Crawford,Michigan,12988,12965,13204
26,Delta,Michigan,36903,36842,36826
26,Dickinson,Michigan,25947,25886,25787
26,Eaton,Michigan,109175,109106,108944
26,Emmet,Michigan,34112,34090,34225
26,Genesee,Michigan,406211,405648,404208
26,Gladwin,Michigan,25386,25369,25485
26,Gogebic,Michigan,14380,14315,14361
26,Grand Traverse,Michigan,95238,95315,95860
26,Gratiot,Michigan,41761,41662,41544
26,Hillsdale,Michigan,45746,45677,45546
26,Houghton,Michigan,37361,37160,37313
26,Huron,Michigan,31407,31351,31252
26,Ingham,Michigan,284900,284520,284034
26,Ionia,Michigan,66804,66861,67197
26,Iosco,Michigan,25237,25191,25369
26,Iron,Michigan,11631,11637,11635
26,Isabella,Michigan,64394,64488,64813
26,Jackson,Michigan,160366,160200,160050
26,Kalamazoo,Michigan,261670,261629,261108
26,Kalkaska,Michigan,17939,17925,17979
26,Kent,Michigan,657974,658040,658046
26,Keweenaw,Michigan,2046,2055,2107
26,Lake,Michigan,12096,12099,12308
26,Lapeer,Michigan,88619,88528,88513
26,Leelanau,Michigan,22301,22302,22623
26,Lenawee,Michigan,99423,99214,98956
26,Livingston,Michigan,193866,193973,195014
26,Luce,Michigan,5339,5325,5309
26,Mackinac,Michigan,10834,10830,10906
26,Macomb,Michigan,881217,880349,876792
26,Manistee,Michigan,25032,25063,25350
26,Marquette,Michigan,66017,65931,66103
26,Mason,Michigan,29052,29064,29383
26,Mecosta,Michigan,39714,39781,40031
26,Menominee,Michigan,23502,23423,23299
26,Midland,Michigan,83494,83476,83457
26,Missaukee,Michigan,15052,15067,15130
26,Monroe,Michigan,154809,154796,155274
26,Montcalm,Michigan,66614,66515,67220
26,Montmorency,Michigan,9153,9155,9297
26,Muskegon,Michigan,175824,175817,176511
26,Newaygo,Michigan,49978,50042,50296
26,Oakland,Michigan,1274395,1272408,1270017
26,Oceana,Michigan,26659,26688,26815
26,Ogemaw,Michigan,20770,20740,20726
26,Ontonagon,Michigan,5816,5804,5868
26,Osceola,Michigan,22891,22887,23105
