STATE,name,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
37,Mecklenburg,North Carolina,1115482,1118340,1122276
37,Mitchell,North Carolina,14903,14881,14963
37,Montgomery,North Carolina,25751,25720,25798
37,Moore,North Carolina,99727,100168,102763
37,Nash,North Carolina,94970,95027,95176
37,New Hanover,North Carolina,225702,226060,229018
37,Northampton,North Carolina,17471,17438,17129
37,Onslow,North Carolina,204576,204735,206160
37,Orange,North Carolina,148696,148792,148884
37,Pamlico,North Carolina,12276,12280,12344
37,Pasquotank,North Carolina,40568,40645,40821
37,Pender,North Carolina,60203,60563,62815
37,Perquimans,North Carolina,13005,12997,13130
37,Person,North Carolina,39097,39146,39127
37,Pitt,North Carolina,170243,170570,172169
37,Polk,North Carolina,19328,19372,19656
37,Randolph,North Carolina,144171,144334,145172
37,Richmond,North Carolina,42946,42879,42724
37,Robeson,North Carolina,116530,116361,116328
37,Rockingham,North Carolina,91096,91080,91266
37,Rowan,North Carolina,146875,147027,148150
37,Rutherford,North Carolina,64444,64421,64586
37,Sampson,North Carolina,59036,59021,58990
37,Scotland,North Carolina,34174,34110,34227
37,Stanly,North Carolina,62504,62609,63425
37,Stokes,North Carolina,44520,44517,44553
37,Surry,North Carolina,71359,71253,71152
37,Swain,North Carolina,14117,14083,14136
37,Transylvania,North Carolina,32986,33009,33165
37,Tyrrell,North Carolina,3245,3232,3254
37,Union,North Carolina,238267,239287,243648
37,Vance,North Carolina,42578,42529,42185
37,Wake,North Carolina,1129410,1133553,1150204
37,Warren,North Carolina,18642,18598,18762
37,Washington,North Carolina,11003,10955,10892
37,Watauga,North Carolina,54086,54072,54234
37,Wayne,North Carolina,117333,117226,116835
37,Wilkes,North Carolina,65969,65871,65806
37,Wilson,North Carolina,78784,78811,78369
37,Yadkin,North Carolina,37214,37182,37192
37,Yancey,North Carolina,18470,18475,18757
38,Adams,North Dakota,2200,2188,2167
38,Barnes,North Dakota,10853,10836,10806
38,Benson,North Dakota,5964,5953,5809
38,Billings,North Dakota,945,931,955
38,Bottineau,North Dakota,6379,6377,6390
38,Bowman,North Dakota,2993,2981,2903
38,Burke,North Dakota,2201,2189,2158
38,Burleigh,North Dakota,98458,98467,98933
38,Cass,North Dakota,184525,184868,186562
38,Cavalier,North Dakota,3704,3693,3662
38,Dickey,North Dakota,4999,4959,4897
38,Divide,North Dakota,2195,2198,2188
38,Dunn,North Dakota,4095,4103,4035
38,Eddy,North Dakota,2347,2333,2337
38,Emmons,North Dakota,3301,3282,3271
38,Foster,North Dakota,3397,3389,3364
38,Golden Valley,North Dakota,1736,1730,1770
38,Grand Forks,North Dakota,73170,73062,72705
38,Grant,North Dakota,2301,2281,2323
38,Griggs,North Dakota,2306,2296,2281
38,Hettinger,North Dakota,2489,2474,2430
38,Kidder,North Dakota,2394,2384,2369
38,LaMoure,North Dakota,4093,4083,4066
38,Logan,North Dakota,1876,1885,1883
38,McHenry,North Dakota,5345,5322,5249
38,McIntosh,North Dakota,2530,2512,2513
38,McKenzie,North Dakota,14704,14744,13819
38,McLean,North Dakota,9771,9749,9796
38,Mercer,North Dakota,8350,8330,8323
38,Morton,North Dakota,33291,33333,33611
38,Mountrail,North Dakota,9809,9765,9576
38,Nelson,North Dakota,3015,2989,3054
38,Oliver,North Dakota,1877,1866,1873
38,Pembina,North Dakota,6844,6827,6767
38,Pierce,North Dakota,3990,3968,3953
38,Ramsey,North Dakota,11605,11555,11572
38,Ransom,North Dakota,5703,5703,5675
38,Renville,North Dakota,2282,2272,2266
38,Richland,North Dakota,16529,16524,16560
38,Rolette,North Dakota,12187,12162,12048
38,Sargent,North Dakota,3862,3842,3829
38,Sheridan,North Dakota,1265,1258,1268
38,Sioux,North Dakota,3898,3884,3738
38,Slope,North Dakota,706,701,690
38,Stark,North Dakota,33646,33805,33046
38,Steele,North Dakota,1798,1797,1810
38,Stutsman,North Dakota,21593,21529,21576
38,Towner,North Dakota,2162,2138,2140
38,Traill,North Dakota,7997,7974,8003
38,Walsh,North Dakota,10563,10520,10469
38,Ward,North Dakota,69919,69847,69071
38,Wells,North Dakota,3982,3955,3905
38,Williams,North Dakota,40950,41149,38484
39,Adams,Ohio,27477,27434,27542
39,Allen,Ohio,102206,102059,101670
39,Ashland,Ohio,52447,52420,52316
39,Ashtabula,Ohio,97574,97413,97337
39,Athens,Ohio,62431,62350,62056
39,Auglaize,Ohio,46422,46411,46141
39,Belmont,Ohio,66497,66235,65849
39,Brown,Ohio,43676,43629,43662
39,Butler,Ohio,390357,390600,390234
39,Carroll,Ohio,26721,26689,26691
39,Champaign,Ohio,38714,38705,38699
39,Clark,Ohio,136001,135719,135633
39,Clermont,Ohio,208601,208635,209642
39,Clinton,Ohio,42018,41962,42004
39,Columbiana,Ohio,101877,101607,101310
39,Coshocton,Ohio,36612,36548,36618
39,Crawford,Ohio,42025,41928,41754
39,Cuyahoga,Ohio,1264817,1261696,1249387
39,Darke,Ohio,51881,51882,51597
39,Defiance,Ohio,38286,38227,38144
39,Delaware,Ohio,214124,215062,220740
39,Erie,Ohio,75622,75429,74852
39,Fairfield,Ohio,158921,159357,161064
39,Fayette,Ohio,28951,28939,28906
39,Franklin,Ohio,1323807,1324013,1321414
39,Fulton,Ohio,42713,42619,42450
39,Gallia,Ohio,29220,29193,29158
39,Geauga,Ohio,95397,95334,95565
39,Greene,Ohio,167966,168025,168412
39,Guernsey,Ohio,38438,38390,38287
39,Hamilton,Ohio,830639,829909,826139
39,Hancock,Ohio,74920,74830,74656
39,Hardin,Ohio,30696,30725,30621
39,Harrison,Ohio,14483,14493,14477
39,Henry,Ohio,27662,27629,27538
39,Highland,Ohio,43317,43321,43354
39,Hocking,Ohio,28050,27999,28097
39,Holmes,Ohio,44223,44194,44271
39,Huron,Ohio,58565,58439,58367
39,Jackson,Ohio,32653,32642,32511
39,Jefferson,Ohio,65249,65107,64789
39,Knox,Ohio,62721,62765,62897
39,Lake,Ohio,232603,232410,232023
39,Lawrence,Ohio,58240,58132,57445
39,Licking,Ohio,178519,178680,180401
39,Logan,Ohio,46150,46065,46035
39,Lorain,Ohio,312964,313367,315595
39,Lucas,Ohio,431279,430728,429191
39,Madison,Ohio,43824,43823,44386
39,Mahoning,Ohio,228614,227948,226762
39,Marion,Ohio,65359,65363,65291
39,Medina,Ohio,182470,182550,183092
39,Meigs,Ohio,22210,22118,22049
39,Mercer,Ohio,42528,42471,42309
39,Miami,Ohio,108774,108821,109264
39,Monroe,Ohio,13385,13354,13329
39,Montgomery,Ohio,537309,536629,535840
39,Morgan,Ohio,13802,13741,13682
39,Morrow,Ohio,34950,34964,35151
39,Muskingum,Ohio,86410,86342,86408
39,Noble,Ohio,14115,14090,14176
39,Ottawa,Ohio,40364,40260,40104
39,Paulding,Ohio,18806,18804,18871
39,Perry,Ohio,35408,35439,35460
39,Pickaway,Ohio,58539,58628,59333
39,Pike,Ohio,27088,27050,27089
39,Portage,Ohio,161791,161775,162382
39,Preble,Ohio,40999,40964,40867
39,Putnam,Ohio,34451,34380,34318
39,Richland,Ohio,124936,124840,125195
39,Ross,Ohio,77093,76985,76891
39,Sandusky,Ohio,58896,58832,58715
39,Scioto,Ohio,74008,73720,73346
39,Seneca,Ohio,55069,54990,54906
39,Shelby,Ohio,48230,48119,47977
39,Stark,Ohio,374853,374357,373834
39,Summit,Ohio,540428,539530,537633
39,Trumbull,Ohio,201977,201405,201335
39,Tuscarawas,Ohio,93263,93063,92500
39,Union,Ohio,62784,63077,64971
39,Van Wert,Ohio,28931,28878,28732
39,Vinton,Ohio,12800,12784,12696
39,Warren,Ohio,242337,243004,246553
39,Washington,Ohio,59771,59613,59423
39,Wayne,Ohio,116894,116840,116710
39,Williams,Ohio,37102,37025,36716
39,Wood,Ohio,132248,132212,132472
39,Wyandot,Ohio,21900,21854,21708
40,Adair,Oklahoma,19495,19415,19414
40,Alfalfa,Oklahoma,5699,5713,5710
40,Atoka,Oklahoma,14143,14174,14324
40,Beaver,Oklahoma,5049,5012,4980
40,Beckham,Oklahoma,22410,22302,22046
40,Blaine,Oklahoma,8735,8711,8562
40,Bryan,Oklahoma,46067,46293,47105
40,Caddo,Oklahoma,26945,26858,26368
40,Canadian,Oklahoma,154405,155507,161737
40,Carter,Oklahoma,48003,48003,48291
40,Cherokee,Oklahoma,47078,47081,47627
40,Choctaw,Oklahoma,14204,14196,14307
40,Cimarron,Oklahoma,2296,2290,2248
40,Cleveland,Oklahoma,295528,296019,297597
40,Coal,Oklahoma,5266,5279,5276
40,Comanche,Oklahoma,121125,121129,122063
40,Cotton,Oklahoma,5527,5543,5480
40,Craig,Oklahoma,14107,14146,14115
40,Creek,Oklahoma,71754,71776,72029
40,Custer,Oklahoma,28513,28423,28163
40,Delaware,Oklahoma,40397,40400,41000
40,Dewey,Oklahoma,4484,4466,4417
40,Ellis,Oklahoma,3749,3745,3762
40,Garfield,Oklahoma,62846,62629,61926
40,Garvin,Oklahoma,25656,25627,25804
40,Grady,Oklahoma,54795,54805,55508
40,Grant,Oklahoma,4169,4168,4131
40,Greer,Oklahoma,5491,5488,5487
40,Harmon,Oklahoma,2488,2465,2418
40,Harper,Oklahoma,3272,3255,3180
40,Haskell,Oklahoma,11561,11549,11602
40,Hughes,Oklahoma,13367,13334,13405
40,Jackson,Oklahoma,24785,24731,24777
40,Jefferson,Oklahoma,5337,5326,5438
40,Johnston,Oklahoma,10272,10222,10301
40,Kay,Oklahoma,43700,43541,43732
40,Kingfisher,Oklahoma,15184,15151,15204
40,Kiowa,Oklahoma,8509,8487,8410
40,Latimer,Oklahoma,9444,9461,9427
40,Le Flore,Oklahoma,48129,48131,48476
40,Lincoln,Oklahoma,33458,33469,33829
40,Logan,Oklahoma,49555,49726,50885
40,Love,Oklahoma,10146,10143,10216
40,McClain,Oklahoma,41662,41887,43516
40,McCurtain,Oklahoma,30814,30786,30884
40,McIntosh,Oklahoma,18941,18946,19245
40,Major,Oklahoma,7782,7750,7668
40,Marshall,Oklahoma,15312,15342,15594
40,Mayes,Oklahoma,39046,39066,39159
40,Murray,Oklahoma,13904,13869,13718
40,Muskogee,Oklahoma,66339,66160,66146
40,Noble,Oklahoma,10924,10900,10933
40,Nowata,Oklahoma,9320,9296,9303
40,Okfuskee,Oklahoma,11310,11238,11197
40,Oklahoma,Oklahoma,796292,797296,798575
40,Okmulgee,Oklahoma,36706,36679,36843
40,Osage,Oklahoma,45818,45741,45772
40,Ottawa,Oklahoma,30285,30209,30340
40,Pawnee,Oklahoma,15553,15544,15741
40,Payne,Oklahoma,81646,81592,81989
40,Pittsburg,Oklahoma,43773,43727,43633
40,Pontotoc,Oklahoma,38065,38077,38163
40,Pottawatomie,Oklahoma,72454,72441,73019
40,Pushmataha,Oklahoma,10812,10797,10815
40,Roger Mills,Oklahoma,3442,3427,3386
40,Rogers,Oklahoma,95240,95315,96695
40,Seminole,Oklahoma,23556,23508,23567
40,Sequoyah,Oklahoma,39281,39255,39508
40,Stephens,Oklahoma,42848,42753,43129
40,Texas,Oklahoma,21384,21283,20865
40,Tillman,Oklahoma,6968,6956,7076
40,Tulsa,Oklahoma,669279,670157,672858
40,Wagoner,Oklahoma,80981,81377,84050
40,Washington,Oklahoma,52455,52593,52772
40,Washita,Oklahoma,10924,10903,10915
40,Woods,Oklahoma,8624,8587,8583
40,Woodward,Oklahoma,20470,20385,20205
41,Baker,Oregon,16668,16689,16847
41,Benton,Oregon,95184,95167,96017
41,Clackamas,Oregon,421401,422160,422537
41,Clatsop,Oregon,41072,41089,41810
41,Columbia,Oregon,52589,52631,53074
41,Coos,Oregon,64929,64887,64999
41,Crook,Oregon,24738,24923,25739
41,Curry,Oregon,23446,23503,23683
41,Deschutes,Oregon,198253,199355,204801
41,Douglas,Oregon,111201,111235,111978
41,Gilliam,Oregon,1995,2016,2005
41,Grant,Oregon,7233,7223,7272
41,Harney,Oregon,7495,7491,7575
41,Hood River,Oregon,23977,23943,24057
41,Jackson,Oregon,223259,223394,223734
41,Jefferson,Oregon,24502,24518,25068
41,Josephine,Oregon,88090,88105,88346
41,Klamath,Oregon,69413,69504,70164
41,Lake,Oregon,8160,8149,8276
41,Lane,Oregon,382971,382940,383189
41,Lincoln,Oregon,50395,50472,50862
41,Linn,Oregon,128610,128936,129839
41,Malheur,Oregon,31571,31608,31693
41,Marion,Oregon,345920,346202,347119
41,Morrow,Oregon,12186,12191,12303
41,Multnomah,Oregon,815428,815871,803377
41,Polk,Oregon,87433,87863,89164
41,Sherman,Oregon,1870,1872,1907
41,Tillamook,Oregon,27390,27471,27748
41,Umatilla,Oregon,80075,80011,79988
41,Union,Oregon,26196,26149,26212
41,Wallowa,Oregon,7391,7387,7545
41,Wasco,Oregon,26670,26611,26726
41,Washington,Oregon,600372,600689,600811
41,Wheeler,Oregon,1451,1457,1451
41,Yamhill,Oregon,107722,107832,108239
42,Adams,Pennsylvania,103852,103795,104127
42,Allegheny,Pennsylvania,1250578,1248717,1238090
42,Armstrong,Pennsylvania,65558,65445,65093
42,Beaver,Pennsylvania,168215,167732,166624
42,Bedford,Pennsylvania,47577,47523,47461
42,Berks,Pennsylvania,428849,428694,429342
42,Blair,Pennsylvania,122822,122518,121767
42,Bradford,Pennsylvania,59967,59858,59892
42,Bucks,Pennsylvania,646538,646008,646098
42,Butler,Pennsylvania,193763,193851,194273
42,Cambria,Pennsylvania,133472,132957,132167
42,Cameron,Pennsylvania,4547,4519,4459
42,Carbon,Pennsylvania,64749,64751,65412
42,Centre,Pennsylvania,158172,157929,157527
42,Chester,Pennsylvania,534413,534645,538649
42,Clarion,Pennsylvania,37241,37178,37156
42,Clearfield,Pennsylvania,80562,80394,80082
42,Clinton,Pennsylvania,37450,37350,37465
42,Columbia,Pennsylvania,64727,64667,64872
42,Crawford,Pennsylvania,83938,83723,83351
42,Cumberland,Pennsylvania,259469,259996,262919
42,Dauphin,Pennsylvania,286401,286544,287400
42,Delaware,Pennsylvania,576830,576388,573849
42,Elk,Pennsylvania,30990,30927,30783
42,Erie,Pennsylvania,270876,270427,269011
42,Fayette,Pennsylvania,128804,128393,126931
42,Forest,Pennsylvania,6973,6952,7032
42,Franklin,Pennsylvania,155932,155874,156289
42,Fulton,Pennsylvania,14556,14549,14523
42,Greene,Pennsylvania,35954,35813,35369
42,Huntingdon,Pennsylvania,44092,44030,43889
42,Indiana,Pennsylvania,83246,83116,82886
42,Jefferson,Pennsylvania,44492,44431,44114
42,Juniata,Pennsylvania,23509,23451,23297
42,Lackawanna,Pennsylvania,215896,215516,215663
42,Lancaster,Pennsylvania,552984,552597,553652
42,Lawrence,Pennsylvania,86070,85865,85497
42,Lebanon,Pennsylvania,143257,143242,143493
42,Lehigh,Pennsylvania,374557,374504,375539
42,Luzerne,Pennsylvania,325594,325057,326053
42,Lycoming,Pennsylvania,114188,113980,113605
42,McKean,Pennsylvania,40432,40306,39941
42,Mercer,Pennsylvania,110652,110333,109972
42,Mifflin,Pennsylvania,46143,46073,46136
42,Monroe,Pennsylvania,168327,168248,169273
42,Montgomery,Pennsylvania,856553,856947,860578
42,Montour,Pennsylvania,18136,18115,18087
42,Northampton,Pennsylvania,312951,312855,313628
42,Northumberland,Pennsylvania,91647,91471,91266
42,Perry,Pennsylvania,45842,45821,45986
42,Philadelphia,Pennsylvania,1603797,1601005,1576251
42,Pike,Pennsylvania,58535,58591,59952
42,Potter,Pennsylvania,16396,16356,16259
42,Schuylkill,Pennsylvania,143049,142777,143264
42,Snyder,Pennsylvania,39736,39717,39621
42,Somerset,Pennsylvania,74129,73917,73627
42,Sullivan,Pennsylvania,5840,5838,5868
42,Susquehanna,Pennsylvania,38434,38354,38389
42,Tioga,Pennsylvania,41045,40969,40929
42,Union,Pennsylvania,42681,42625,42568
42,Venango,Pennsylvania,50454,50275,49938
42,Warren,Pennsylvania,38587,38480,38134
42,Washington,Pennsylvania,209349,209157,209470
42,Wayne,Pennsylvania,51155,51101,51431
42,Westmoreland,Pennsylvania,354663,353998,353057
42,Wyoming,Pennsylvania,26069,26001,26034
42,York,Pennsylvania,456438,456389,458696
44,Bristol,Rhode Island,50793,50750,50818
44,Kent,Rhode Island,170363,170323,170715
44,Newport,Rhode Island,85643,85388,85264
44,Providence,Rhode Island,660741,660015,658221
44,Washington,Rhode Island,129839,129753,130592
45,Abbeville,South Carolina,24295,24212,24299
45,Aiken,South Carolina,168808,169032,170776
45,Allendale,South Carolina,8039,7990,7858
45,Anderson,South Carolina,203718,204032,206908
45,Bamberg,South Carolina,13311,13251,13189
45,Barnwell,South Carolina,20589,20567,20580
45,Beaufort,South Carolina,187117,187691,191748
45,Berkeley,South Carolina,229861,231568,236701
45,Calhoun,South Carolina,14119,14125,14165
45,Charleston,South Carolina,408235,409418,413024
45,Cherokee,South Carolina,56216,56179,56052
45,Chester,South Carolina,32294,32276,32209
45,Chesterfield,South Carolina,43273,43258,43268
45,Clarendon,South Carolina,31144,31093,31024
45,Colleton,South Carolina,38604,38543,38462
45,Darlington,South Carolina,62905,62833,62755
45,Dillon,South Carolina,28292,28284,28087
45,Dorchester,South Carolina,161540,161975,163327
45,Edgefield,South Carolina,25657,25675,26153
45,Fairfield,South Carolina,20948,20858,20690
45,Florence,South Carolina,137059,136805,136504
45,Georgetown,South Carolina,63404,63440,63921
45,Greenville,South Carolina,525534,526980,533834
45,Greenwood,South Carolina,69351,69380,69241
45,Hampton,South Carolina,18561,18512,18180
45,Horry,South Carolina,351029,353498,365579
45,Jasper,South Carolina,28791,29073,30324
45,Kershaw,South Carolina,65403,65536,66130
45,Lancaster,South Carolina,96016,96652,100336
45,Laurens,South Carolina,67539,67551,67803
45,Lee,South Carolina,16531,16458,16280
45,Lexington,South Carolina,293991,294891,300137
45,McCormick,South Carolina,9526,9513,9760
45,Marion,South Carolina,29183,29043,28784
45,Marlboro,South Carolina,26667,26537,26382
45,Newberry,South Carolina,37719,37715,37996
45,Oconee,South Carolina,78607,78638,79203
45,Orangeburg,South Carolina,84223,83958,82962
45,Pickens,South Carolina,131404,131602,132229
45,Richland,South Carolina,416147,416527,418307
45,Saluda,South Carolina,18862,18830,18821
45,Spartanburg,South Carolina,327997,329364,335864
45,Sumter,South Carolina,105556,105417,104758
45,Union,South Carolina,27244,27148,27016
45,Williamsburg,South Carolina,31026,30902,30484
45,York,South Carolina,282090,283899,288595
46,Aurora,South Dakota,2747,2733,2748
46,Beadle,South Dakota,19149,19146,19121
46,Bennett,South Dakota,3381,3386,3406
46,Bon Homme,South Dakota,7003,6979,7014
46,Brookings,South Dakota,34375,34339,34639
46,Brown,South Dakota,38301,38210,38101
46,Brule,South Dakota,5247,5263,5242
46,Buffalo,South Dakota,1948,1944,1923
46,Butte,South Dakota,10243,10249,10456
46,Campbell,South Dakota,1377,1374,1380
46,Charles Mix,South Dakota,9373,9351,9163
46,Clark,South Dakota,3837,3850,3855
46,Clay,South Dakota,14967,14998,15150
46,Codington,South Dakota,28325,28309,28427
46,Corson,South Dakota,3902,3893,3872
46,Custer,South Dakota,8318,8328,8609
46,Davison,South Dakota,19956,19936,19878
46,Day,South Dakota,5449,5425,5414
46,Deuel,South Dakota,4295,4299,4272
46,Dewey,South Dakota,5239,5226,5246
46,Douglas,South Dakota,2835,2824,2821
46,Edmunds,South Dakota,3986,3977,4033
46,Fall River,South Dakota,6973,6964,7202
46,Faulk,South Dakota,2125,2128,2137
46,Grant,South Dakota,7556,7532,7519
46,Gregory,South Dakota,3994,3994,3977
46,Haakon,South Dakota,1872,1869,1835
46,Hamlin,South Dakota,6164,6167,6255
46,Hand,South Dakota,3145,3130,3095
46,Hanson,South Dakota,3461,3461,3505
46,Harding,South Dakota,1311,1317,1327
46,Hughes,South Dakota,17765,17704,17694
46,Hutchinson,South Dakota,7427,7411,7411
46,Hyde,South Dakota,1262,1258,1236
46,Jackson,South Dakota,2806,2810,2878
46,Jerauld,South Dakota,1663,1657,1636
46,Jones,South Dakota,917,925,879
46,Kingsbury,South Dakota,5187,5211,5192
46,Lake,South Dakota,11059,11010,10851
46,Lawrence,South Dakota,25768,25812,26165
46,Lincoln,South Dakota,65161,65613,67870
46,Lyman,South Dakota,3718,3714,3764
46,McCook,South Dakota,5682,5661,5695
46,McPherson,South Dakota,2411,2397,2420
46,Marshall,South Dakota,4306,4300,4304
46,Meade,South Dakota,29852,29853,30173
46,Mellette,South Dakota,1918,1916,1908
46,Miner,South Dakota,2298,2294,2314
46,Minnehaha,South Dakota,197214,197511,199685
46,Moody,South Dakota,6336,6324,6315
46,Oglala Lakota,South Dakota,13672,13672,13586
46,Pennington,South Dakota,109222,109475,111806
46,Perkins,South Dakota,2835,2824,2819
46,Potter,South Dakota,2472,2471,2475
46,Roberts,South Dakota,10280,10257,10163
46,Sanborn,South Dakota,2330,2318,2378
46,Spink,South Dakota,6361,6338,6269
46,Stanley,South Dakota,2980,2976,3032
46,Sully,South Dakota,1446,1446,1476
46,Todd,South Dakota,9319,9319,9286
46,Tripp,South Dakota,5624,5601,5569
46,Turner,South Dakota,8673,8673,8708
46,Union,South Dakota,16811,16832,16872
46,Walworth,South Dakota,5315,5289,5248
46,Yankton,South Dakota,23310,23238,23297
46,Ziebach,South Dakota,2413,2388,2380
47,Anderson,Tennessee,77123,77209,77576
47,Bedford,Tennessee,50237,50302,51119
47,Benton,Tennessee,15864,15812,15872
47,Bledsoe,Tennessee,14913,14930,15234
47,Blount,Tennessee,135280,135566,137605
47,Bradley,Tennessee,108620,108741,110162
47,Campbell,Tennessee,39272,39277,39578
47,Cannon,Tennessee,14506,14547,14553
47,Carroll,Tennessee,28440,28415,28432
47,Carter,Tennessee,56356,56315,56134
47,Cheatham,Tennessee,41072,41087,41523
47,Chester,Tennessee,17341,17347,17504
47,Claiborne,Tennessee,32043,32038,32267
47,Clay,Tennessee,7581,7554,7555
47,Cocke,Tennessee,35999,36022,36418
47,Coffee,Tennessee,57889,58102,59032
47,Crockett,Tennessee,13911,13884,13979
47,Cumberland,Tennessee,61145,61272,62451
47,Davidson,Tennessee,715884,715486,703953
47,Decatur,Tennessee,11435,11402,11391
47,DeKalb,Tennessee,20080,20171,20478
47,Dickson,Tennessee,54315,54432,55292
47,Dyer,Tennessee,36801,36646,36615
47,Fayette,Tennessee,41990,42139,42832
47,Fentress,Tennessee,18489,18522,18850
47,Franklin,Tennessee,42774,42781,43215
47,Gibson,Tennessee,50429,50375,50541
47,Giles,Tennessee,30346,30295,30542
47,Grainger,Tennessee,23527,23525,23763
47,Greene,Tennessee,70152,70220,70621
47,Grundy,Tennessee,13529,13531,13622
47,Hamblen,Tennessee,64499,64435,64468
47,Hamilton,Tennessee,366207,366991,369135
47,Hancock,Tennessee,6662,6622,6787
47,Hardeman,Tennessee,25462,25410,25426
47,Hardin,Tennessee,26831,26800,26892
47,Hawkins,Tennessee,56721,56669,57288
47,Haywood,Tennessee,17864,17795,17694
47,Henderson,Tennessee,27842,27818,27953
47,Henry,Tennessee,32199,32115,32239
47,Hickman,Tennessee,24925,24942,25307
47,Houston,Tennessee,8283,8285,8317
47,Humphreys,Tennessee,18990,18974,19211
47,Jackson,Tennessee,11617,11617,11750
47,Jefferson,Tennessee,54683,54870,55624
47,Johnson,Tennessee,17948,17966,18170
47,Knox,Tennessee,478971,480126,486677
47,Lake,Tennessee,7005,6980,7128
47,Lauderdale,Tennessee,25143,25100,25108
47,Lawrence,Tennessee,44159,44189,44828
47,Lewis,Tennessee,12582,12602,12857
47,Lincoln,Tennessee,35319,35309,35433
47,Loudon,Tennessee,54886,55097,56690
47,McMinn,Tennessee,53276,53315,54059
47,McNairy,Tennessee,25866,25839,25860
47,Macon,Tennessee,25216,25243,25699
47,Madison,Tennessee,98823,98777,98775
47,Marion,Tennessee,28837,28834,28877
47,Marshall,Tennessee,34318,34441,34984
47,Maury,Tennessee,100974,101700,104760
47,Meigs,Tennessee,12758,12785,13049
47,Monroe,Tennessee,46250,46384,46698
47,Montgomery,Tennessee,220069,221160,227900
47,Moore,Tennessee,6461,6457,6644
47,Morgan,Tennessee,21035,21020,21254
47,Obion,Tennessee,30787,30716,30466
47,Overton,Tennessee,22511,22588,22839
47,Perry,Tennessee,8366,8360,8472
47,Pickett,Tennessee,5001,4995,5079
47,Polk,Tennessee,17544,17569,17776
47,Putnam,Tennessee,79854,79982,81188
47,Rhea,Tennessee,32870,32903,33136
47,Roane,Tennessee,53404,53513,53992
47,Robertson,Tennessee,72803,72860,74098
47,Rutherford,Tennessee,341486,343128,352182
47,Scott,Tennessee,21850,21842,21917
47,Sequatchie,Tennessee,15826,15863,16396
47,Sevier,Tennessee,98380,98497,99517
47,Shelby,Tennessee,929744,928644,924454
47,Smith,Tennessee,19904,19939,20172
47,Stewart,Tennessee,13657,13683,13855
47,Sullivan,Tennessee,158163,158092,159265
47,Sumner,Tennessee,196281,197272,200557
47,Tipton,Tennessee,60970,60961,61004
47,Trousdale,Tennessee,11615,11661,12035
47,Unicoi,Tennessee,17928,17867,17698
47,Union,Tennessee,19802,19820,20040
47,Van Buren,Tennessee,6168,6171,6324
47,Warren,Tennessee,40953,41023,41523
47,Washington,Tennessee,133001,133080,134236
47,Wayne,Tennessee,16232,16202,16409
47,Weakley,Tennessee,32902,32864,33036
47,White,Tennessee,27351,27424,27650
47,Williamson,Tennessee,247726,249424,255735
47,Wilson,Tennessee,147737,148564,151917
48,Anderson,Texas,57922,57881,58402
48,Andrews,Texas,18610,18612,18440
48,Angelina,Texas,86395,86345,86506
48,Aransas,Texas,23830,23916,24510
48,Archer,Texas,8560,8557,8681
48,Armstrong,Texas,1848,1847,1839
48,Atascosa,Texas,48981,49089,49939
48,Austin,Texas,30167,30109,30380
48,Bailey,Texas,6904,6859,6835
48,Bandera,Texas,20851,20987,21565
48,Bastrop,Texas,97216,97983,102058
48,Baylor,Texas,3465,3464,3477
48,Bee,Texas,31047,30990,30924
48,Bell,Texas,370647,371981,379617
48,Bexar,Texas,2009324,2014052,2028236
48,Blanco,Texas,11374,11454,11886
48,Borden,Texas,631,641,617
48,Bosque,Texas,18235,18239,18503
48,Bowie,Texas,92893,92792,92581
48,Brazoria,Texas,372031,373368,379689
48,Brazos,Texas,233849,234480,237032
48,Brewster,Texas,9546,9566,9450
48,Briscoe,Texas,1435,1421,1403
48,Brooks,Texas,7076,7030,6994
48,Brown,Texas,38095,38002,38192
48,Burleson,Texas,17642,17644,18051
48,Burnet,Texas,49130,49427,50954
48,Caldwell,Texas,45883,45967,46791
48,Calhoun,Texas,20106,20047,19727
48,Callahan,Texas,13708,13750,14115
48,Cameron,Texas,421017,421191,423029
48,Camp,Texas,12464,12450,12616
48,Carson,Texas,5807,5808,5746
48,Cass,Texas,28454,28399,28560
48,Castro,Texas,7371,7337,7374
48,Chambers,Texas,46571,47051,48865
48,Cherokee,Texas,50412,50477,51097
48,Childress,Texas,6664,6648,6736
48,Clay,Texas,10218,10245,10263
48,Cochran,Texas,2547,2559,2516
48,Coke,Texas,3285,3288,3321
48,Coleman,Texas,7684,7671,7735
48,Collin,Texas,1064465,1073149,1109462
48,Collingsworth,Texas,2652,2635,2615
48,Colorado,Texas,20557,20566,20630
48,Comal,Texas,161501,163573,174986
48,Comanche,Texas,13594,13600,13775
48,Concho,Texas,3303,3319,3341
48,Cooke,Texas,41668,41697,42244
48,Coryell,Texas,83093,83096,84232
48,Cottle,Texas,1380,1374,1381
48,Crane,Texas,4675,4668,4680
48,Crockett,Texas,3098,3111,3068
48,Crosby,Texas,5133,5098,5106
48,Culberson,Texas,2188,2193,2193
48,Dallam,Texas,7115,7116,7172
48,Dallas,Texas,2613539,2610957,2586050
48,Dawson,Texas,12456,12439,12413
48,Deaf Smith,Texas,18583,18503,18329
48,Delta,Texas,5230,5233,5392
48,Denton,Texas,906422,913900,941647
